A,France,0
A,Romania,0
A,Albania,0
A,Switzerland,0
B,England,0
B,Russia,0
B,Wales,0
B,Slovakia,0
C,Germany,0
C,Ukraine,0
C,Poland,0
C,Northern Ireland,0
D,Spain,0
D,Czech Republic,0
D,Turkey,0
D,Croatia,0
E,Belgium,0
E,Italy,0
E,Republic of Ireland,0
E,Sweden,0
F,Portugal,0
F,Iceland,0
F,Austria,0
F,Hungary,0
